Código;Especie;Nombre común/vulgar;Medio;Familia;Clases;Origen;Endemicidad;Imagen
F01849;Eleocharis multicaulis (Sm.) Desv.;Palillo manojo;Terrestre;Cyperaceae;Liliopsida;NP;No endémico;null
F01850;Eleocharis palustris (L.) Roem. & Schult.;Palillo de fango;Terrestre;Cyperaceae;Liliopsida;NP;No endémico;null
F02225;Eleusine indica (L.) Gaertn.;;Terrestre;Poaceae;Liliopsida;ISI;No endémico;null
E06816;Eleusine indica (L.) Gaertn. subsp. africana (Kenn.-O'Byrne) S.M. Phillips;;Terrestre;Poaceae;Liliopsida;ISI;No endémico;null
F01944;Eleusine indica (L.) Gaertn. subsp. indica;Pie de gallo;Terrestre;Poaceae;Liliopsida;ISI;No endémico;null
F01945;Eleusine tristachya (Lam.) Lam.;Coracán;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
F01946;Elionurus royleanus Nees ex A. Rich.;;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
E02933;Ellisolandia elongata (J. Ellis et Solander) K. Hind et G.W. Saunders;Coralina rosa;Marino;Corallinaceae;Florideophyceae;NP;No endémico;2
F01723;Elodea canadensis Michx.;Peste de agua;Terrestre;Hydrocharitaceae;Liliopsida;ISI;No endémico;null
F01947;Elymus repens (L.) Gould;Grama rastrera  Pasto;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F00283;Emex spinosa (L.) Campd.;Alcatripa  romaza espinosa  labasa  cargatripa;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;3
C00255;Encalypta streptocarpa Hedw.;;Terrestre;Encalyptaceae;Bryopsida;NP;No endémico;null
C00256;Encalypta vulgaris Hedw.;;Terrestre;Encalyptaceae;Bryopsida;NP;No endémico;null
F01948;Enneapogon desvauxii P. Beauv.;Panasquillo negro;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
C00257;Entosthodon attenuatus (Dicks.) Bryhn;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00259;Entosthodon commutatus Durieu & Mont.;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C03581;Entosthodon convexus (Spruce) Brugués;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00261;Entosthodon duriaei Mont.;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00258;Entosthodon fascicularis (Hedw.) Müll.Hal.;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
E00197;Entosthodon kroonkurk Dirkse & Brugués;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
E07371;Entosthodon longicolle (Trab.) Ros & M.J.Cano;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00290;Entosthodon muhlenbergii (Turner) Fife;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00260;Entosthodon obtusus (Hedw.) Lindb.;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C03582;Entosthodon pulchellus (H.Philib.) Brugués;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
C00483;Entosthodon schimperi Brugués;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
F00065;Ephedra altissima Desf.;Tepopote de cumbre;Terrestre;Ephedraceae;Gnetopsida;NS;No endémico;null
F00066;Ephedra fragilis Desf.;Tepopote frágil  efedra;Terrestre;Ephedraceae;Gnetopsida;NS;No endémico;7
F00067;Ephedra major Host;Tepopote fino;Terrestre;Ephedraceae;Gnetopsida;NS;No endémico;2
E01345;Epicladia heterotricha (Yarish) R. Nielsen;;Marino;Ulvellaceae;Ulvophyceae;NP;No endémico;null
F00669;Epilobium angustifolium L.;Adelfilla de San Antonio;Terrestre;Onagraceae;Magnoliopsida;IP;No endémico;null
E09109;Epilobium glandulosum Lehm.;;Terrestre;Onagraceae;Magnoliopsida;ISN;No endémico;null
F02098;Epilobium hirsutum L.;Adelfilla pelosa  Adelfilla del monte;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F00670;Epilobium obscurum Schreb.;Adelfilla oscura;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F00671;Epilobium palustre L.;Adelfilla palustre;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F00672;Epilobium parviflorum Schreb.;Adelfilla parca;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F02085;Epilobium tetragonum L.;;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F00674;Epilobium tetragonum L. subsp. lamyi (F. W. Schultz) Nyman;Adelfilla de Lamy;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
F00673;Epilobium tetragonum L. subsp. tetragonum;Adelfilla de rizos;Terrestre;Onagraceae;Magnoliopsida;NP;No endémico;null
C00264;Epipterygium tozeri (Grev.) Lindb.;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
E08189;Equisetum ramosissimum Desf.;;Terrestre;Equisetaceae;Equisetopsida;NP;No endémico;3
F00004;Equisetum ramosissimum Desf. subsp. ramosissimum;Colacaballo;Terrestre;Equisetaceae;Equisetopsida;NP;No endémico;1
F01949;Eragrostis barrelieri Daveau;Aceitilla bermeja  Pajuco;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02421;Eragrostis barrelieri Daveau subsp. pigmea (Daveau) Portal & Scholz;;Terrestre;Poaceae;Liliopsida;ISI;No endémico;null
E01514;Eragrostis tenuifolia (A. Rich.) Steud.;;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02382;Eragrostis virescens J. Presl in C.B. Presl;;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01032;Erica canariensis Rivas-Mart.  M. Osorio & Wildpret;Brezo;Terrestre;Ericaceae;Magnoliopsida;NS;No endémico;10
F02428;Erica platycodon (Webb & Berthel.) Rivas-Mart. & al.;;Terrestre;Ericaceae;Magnoliopsida;NS;No endémico;3
F01033;Erica platycodon (Webb & Berthel.) Rivas-Mart. & al. subsp. platycodon;Tejo  flejo;Terrestre;Ericaceae;Magnoliopsida;NS;No endémico;5
F01531;Erigeron bonariensis L.;Simonillo  rabogato  hierba de tiempo altabaquilla;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;1
F01547;Erigeron calderae A. Hansen;Pompón de Las Cañadas;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01532;Erigeron canadansis L.;Simonillo florido;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
F01534;Erigeron gouanii L.;;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;1
F01548;Erigeron karvinskianus DC.;Teresita;Terrestre;Asteraceae;Magnoliopsida;ISI;No endémico;3
F01530;Erigeron sumatrensis Retz.;;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
F00440;Eriobotrya japonica (Thunb.) Lindl.;Nisperero;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;1
E01252;Ernodesmis verticillata (Kützing) Børgesen;;Marino;Siphonocladaceae;Ulvophyceae;NS;No endémico;null
F00717;Erodium botrys (Cav.) Bertol.;Alfilerillo mayor  aguja  pico de cigüeña;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F00718;Erodium brachycarpum (Godr.) Thell.;Alfilerillo medio;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F02127;Erodium chium (L.) Willd.;Alfilerillo común  alfiler;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;4
F00721;Erodium ciconium (L.) L`Hér. in Aiton;Alfilerillo agrelleta;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F02129;Erodium cicutarium (L.) L`Hér. in Aiton;Alfilenejo manso  alfilerillo de pastor;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;4
F00725;Erodium laciniatum (Cav.) Willd.;Alfilerillo picado  alfinelejo;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F00726;Erodium malacoides (L.) L`Hér. in Aiton;Alfilerillo cigüeña malva  aguja  pico de cigüeña;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;1
F00727;Erodium maritimum (L.) L`Hér. in Aiton;Alfilerillo marino;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F00728;Erodium moschatum (L.) L`Hér. in Aiton;Almizclera;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;null
F00729;Erodium neuradifolium Delile ex Godr.;Alfilerillo sahhariano  aguja;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;2
F02304;Erodium touchyanum Delile in Godr.;;Terrestre;Geraniaceae;Magnoliopsida;NP;No endémico;1
E06823;Erophila verna (L.) Chevall.;;Terrestre;Brassicaceae;Magnoliopsida;IP;No endémico;null
F00937;Erucastrum canariense Webb & Berthel.;Relinchón canario  jaramago ;Terrestre;Brassicaceae;Magnoliopsida;NS;Endémico;1
F00938;Erucastrum cardaminoides (Webb ex Christ) O. E. Schulz;Relinchón menor;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00936;Eruca vesicaria (L.) Cav.;Calacera;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;4
F00940;Erysimum scoparium (Brouss. ex Willd.) Wettst.;Alhelí  de cumbre  alhelí del Teide  alhelí;Terrestre;Brassicaceae;Magnoliopsida;NS;Endémico;5
F00939;Erysimum virescens (Webb ex Christ) Wettst.;Alhelí de medianía  alhelí montuno;Terrestre;Brassicaceae;Magnoliopsida;NS;Endémico;6
E01881;Erythrocladia irregularis Rosenvinge;;Marino;Erythrotrichiaceae;Compsopogonophyceae;NP;No endémico;null
E02630;Erythrocystis montagnei (Derbès & Solier) P.C. Silva;;Marino;Rhodomelaceae;Florideophyceae;NS;No endémico;null
E01892;Erythrotrichia carnea (Dillwyn) J. Agardh;;Marino;Erythrotrichiaceae;Compsopogonophyceae;NP;No endémico;null
F00131;Eschscholzia californica Cham.;Amapola de California;Terrestre;Papaveraceae;Magnoliopsida;ISI;No endémico;8
E07987;Espostoa melanostele (Vaupel) Borg;;Terrestre;Cactaceae;Magnoliopsida;ISN;No endémico;2
E08216;Eucalyptus blakelyi Maiden;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
F00665;Eucalyptus camaldulensis Dehnh.;Eucalipto negro;Terrestre;Myrtaceae;Magnoliopsida;ISI;No endémico;4
E09102;Eucalyptus camaldulensis Dehnh. subsp. acuta Brooker & M.W. McDonald;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09103;Eucalyptus camaldulensis Dehnh. subsp. arida Brooker & M.W. McDonald;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09104;Eucalyptus camaldulensis Dehnh. subsp camaldulensis;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08217;Eucalyptus conferruminata D.J. Carr & S.G.M.Carr;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09105;Eucalyptus conferruminata D.J.Carr & S.G.M.Carr subsp. recherche D.Nicolle & M.E.French;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08218;Eucalyptus cornuta Labill.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09106;Eucalyptus diversicolor F.Muell.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08219;Eucalyptus dwyeri Maiden & Blakely;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
F00666;Eucalyptus globulus Labill.;Eucalipto blanco  nogalito blanco;Terrestre;Myrtaceae;Magnoliopsida;ISI;No endémico;3
E08220;Eucalyptus gomphocephala A. Cunn. ex DC.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08221;Eucalyptus lehmannii (Schauer) Benth.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09107;Eucalyptus lehmannii Schauer & Benth. subsp. lehmannii;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08222;Eucalyptus moluccana Wall. ex Roxb.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08223;Eucalyptus ovata Labill.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08224;Eucalyptus robusta Sm.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E08173;Eucalyptus sideroxylon A. Cunn. ex Woolls;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E02495;Eucalyptus talyuberlup D.J. Carr & S.G.M.Carr;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
E09108;Eucalyptus viminalis Labill.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
C00416;Eucladium verticillatum (With.) Bruch & Schimp.;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
F00759;Euphorbia aphylla Brouss. ex Willd.;Tolda  tabaiba salvaje;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;3
F00760;Euphorbia atropurpurea Brouss. ex Willd.;Tabaiba majorera  tabaiba mejorera;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;4
F02227;Euphorbia balsamifera Aiton;Tabaiba dulce;Terrestre;Euphorbiaceae;Magnoliopsida;NS;No endémico;1
F00761;Euphorbia balsamifera Aiton subsp. balsamifera;Tabaiba dulce;Terrestre;Euphorbiaceae;Magnoliopsida;NS;No endémico;4
F00762;Euphorbia berthelotii Bolle ex Boiss. in DC.;Tabaiba picada  tabaiba dulce;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;8
F00763;Euphorbia bourgeana J. Gay ex Boiss. in DC.;Tabaiba amarilla de Tenerife  tabaiba de monte;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;9
F00764;Euphorbia bravoana Svent.;Tabaiba de Bravo;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;6
F00765;Euphorbia calyptrata Coss. & Kralik;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00766;Euphorbia canariensis L.;Cardón;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;5
F00767;Euphorbia chamaesyce L.;Chirrigüela cana;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00768;Euphorbia cyathophora Murray;;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00769;Euphorbia exigua L.;Lechetrezna enana;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;2
F00770;Euphorbia granulata Forssk.;Lechetrezna golondrina;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00771;Euphorbia handiensis Burchard;Cardón de Jandía  cardoncillo  cardón peludo;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;8
F00772;Euphorbia helioscopia L.;Lechetrezna mamona;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00773;Euphorbia heterophylla L.;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00789;Euphorbia hirsuta L.;Lechetrezna velluda  lechetrezna vellosa;Terrestre;Euphorbiaceae;Magnoliopsida;ISN;No endémico;null
F00774;Euphorbia humifusa Willd.;Chirrigüela de tierra;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F02422;Euphorbia hypericifolia L.;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00775;Euphorbia inaequilatera Sond.;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F01391;Euphorbia lamarckii Sweet;Tabaiba amarga  higuerilla  tabaiba salvaje;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;6
E08054;Euphorbia lamarckii Sweet subsp. lamarckii;;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;null
E09099;Euphorbia lamarckii Sweet subsp. wildpretii (Molero & Rovira) Rivas Mart. & Gaisberg;;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;null
F00777;Euphorbia lathyris L.;Lechetrezna murgañera;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00778;Euphorbia maculata L.;Chirrigüela pintada;Terrestre;Euphorbiaceae;Magnoliopsida;ISN;No endémico;null
F00779;Euphorbia mellifera Aiton;Tabaiba de monteverde  adelfa de monte  tabaiba silvestre  filga;Terrestre;Euphorbiaceae;Magnoliopsida;NS;No endémico;15
F00780;Euphorbia milii Des Moul. ex Boiss.;Espina de Cristo;Terrestre;Euphorbiaceae;Magnoliopsida;ISN;No endémico;1
F00781;Euphorbia nutans Lag.;Chirigüela nutante;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00782;Euphorbia paralias L.;Lechetrezna de playa  lechetrezna de la mar  lecheruela;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;7
F02286;Euphorbia peplis L.;Chirrigüela vestida;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00785;Euphorbia peplus L.;Lechetrezna tornagallo  leche eterna  esula;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;3
F00786;Euphorbia platyphyllos L.;Lechetrezna;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00787;Euphorbia prostrata Aiton;Chirrigüela postrada;Terrestre;Euphorbiaceae;Magnoliopsida;ISN;No endémico;null
F00788;Euphorbia pterococca Brot.;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F01392;Euphorbia regis-jubae J. Gay;Tabaiba salvaje  tabaiba amarga  higuerilla;Terrestre;Euphorbiaceae;Magnoliopsida;NS;No endémico;4
F00790;Euphorbia scordifolia Jacq.;;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;null
F00791;Euphorbia segetalis L.;Tabaibilla  higuerilla mansa;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;4
F00792;Euphorbia serpens Kunth;Chirrigüela serpenteante;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;1
F00793;Euphorbia serrata L.;Lechetrezna aserrada;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;3
F00794;Euphorbia sulcata Lens ex Loisel.;Lechetrezna empizarrada;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00795;Euphorbia taurinensis All.;;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00796;Euphorbia terracina L.;Lechetrezna del infierno  sanaloton  Leche eterna  sanalotodo;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
F00797;Euphorbia variabilis Ces.;Lechetrezna variable;Terrestre;Euphorbiaceae;Magnoliopsida;NP;No endémico;null
E02456;Eupogodon planus (C. Agardh) Kützing;;Marino;Dasyaceae;Florideophyceae;NP;No endémico;null
C00026;Exormotheca pustulosa Mitt.;;Terrestre;Exomorthecaceae;Marchantiopsida;NP;No endémico;null
C00342;Exsertotheca crispa (Hedw.) S.Olsson  Enroth & D.Quandt;;Terrestre;Neckeraceae;Bryopsida;NP;No endémico;null
C00343;Exsertotheca intermedia (Brid.) S.Olsson  Enroth & D.Quandt;;Terrestre;Neckeraceae;Bryopsida;NP;No endémico;1
C00273;Fabronia pusilla Raddi;;Terrestre;Fabroniaceae;Bryopsida;NP;No endémico;null
F00713;Fagonia cretica L.;Rasapaya  espinocillo  hierba picona;Terrestre;Zygophyllaceae;Magnoliopsida;NP;No endémico;5
F00284;Fallopia convolvulus (L.) A. Löve;Falsa corregüela;Terrestre;Polygonaceae;Magnoliopsida;ISN;No endémico;null
F01600;Farfugium japonicum (L.) Kitam.;Capa de la reina;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
E03361;Feldmannophycus rayssiae (Feldmann & Feldmann) Augier & Boudouresque;;Marino;Caulacanthaceae;Florideophyceae;NP;No endémico;null
F01797;Ferraria crispa Burm.;Lirio araña;Terrestre;Iridaceae;Liliopsida;ISN;No endémico;null
E06850;Ferula arnoldiana S. Scholz & Reyes-Bet.;;Terrestre;Apiaceae;Magnoliopsida;NS;Endémico;null
F00832;Ferula lancerotensis Parl.;Tajasnoyo  cañaheja conejera;Terrestre;Apiaceae;Magnoliopsida;NS;Endémico;4
F00833;Ferula latipinna A. Santos;Cañaheja herreña;Terrestre;Apiaceae;Magnoliopsida;NS;Endémico;9
F00834;Ferula linkii Webb;Cañaheja  julan;Terrestre;Apiaceae;Magnoliopsida;NS;Endémico;4
F01951;Festuca agustinii Linding.;Cerrillo de risco;Terrestre;Poaceae;Liliopsida;NS;Endémico;3
F00446;Festuca rubra L.;Cerrillo rojo;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F00118;Ficaria verna Huds.;Ranúnculo de almorrana  ficaria;Terrestre;Ranunculaceae;Magnoliopsida;IP;No endémico;null
F00331;Ficus carica L.;Higuera  higuera salvaje;Terrestre;Moraceae;Magnoliopsida;IP;No endémico;3
E06835;Ficus lyrata Warb.;;Terrestre;Moraceae;Magnoliopsida;ISN;No endémico;2
E06785;Ficus microcarpa L.f.;;Terrestre;Moraceae;Magnoliopsida;ISN;No endémico;2
F00332;Ficus pumila L.;Ficus trepador;Terrestre;Moraceae;Magnoliopsida;ISN;No endémico;null
F01601;Filago arvensis L.;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02132;Filago clementei Willk.;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01592;Filago desertorum Pomel;Yesquerilla rastrera;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01602;Filago gallica L.;Yesquerillla de la fiebre;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01593;Filago germanica (L.) Huds.;Yesquerilla lanosa;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02228;Filago lutescens Jord.;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01595;Filago lutescens Jord. subsp. atlantica Wagenitz;Yesquerilla amarilla;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01603;Filago minima Sm.;Tacillas de algodón;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01591;Filago pygmaea L.;Blanquilla mansa;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01594;Filago pyramidata L.;Yesquerilla tiesa;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;1
F01851;Fimbristylis bisumbellata (Forssk.) Bubani;Juncilla de racimo;Terrestre;Cyperaceae;Liliopsida;NP;No endémico;null
F01852;Fimbristylis turkestanica (Regel) B. Fedtsch.;Juncilla ferriginosa;Terrestre;Cyperaceae;Liliopsida;IP;No endémico;null
C00274;Fissidens adianthoides Hedw.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00276;Fissidens asplenioides Hedw.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00277;Fissidens bryoides Hedw.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00278;Fissidens coacervatus Brugg.-Nann.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
E06152;Fissidens crassipes Wilson ex Bruch & Schimp.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00279;Fissidens crassipes Wilson ex Bruch & Schimp. subsp. warnstorfii (M.Fleisch.) Brugg.-Nann.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
E00018;Fissidens crispus Mont.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00275;Fissidens curvatus Hornsch.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00280;Fissidens dubius P.Beauv.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00281;Fissidens exilis Hedw.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00282;Fissidens ovatifolius R.Ruthe;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00284;Fissidens polyphyllus Wilson ex Bruch & Schimp.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00285;Fissidens rivularis (Spruce) Schimp.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00251;Fissidens serratus Müll.Hall.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
C00286;Fissidens serrulatus Brid.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;1
C00469;Fissidens sublimbatus Grout;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
E00226;Fissidens taxifolius Hedw.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;1
C00480;Fissidens taxifolius Hedw. subsp. pallidicaulis (Mitt.) Mönk.;;Terrestre;Fissidentaceae;Bryopsida;NP;No endémico;null
